,X Feature Name,Y Feature Name,r value,p value
159,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__,WMS-III SS,-0.05926011518393288,0.4638912238885492
160,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__,BVMT-R,-0.032036484099124476,0.6923085892486314
161,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__,Fluency,-0.06171304018668897,0.4455651507408096
162,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__,CPT-IP,0.035565994790865696,0.6604094851069088
163,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__,SoP AGET,-0.030277470812665762,0.7084147558553012
164,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__,AV AGET,0.039871854663779856,0.6223105307911914
165,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__,WM AGET,-0.06250355036274541,0.43974739075816205
166,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__,Vrbl Lrng AGET,-0.030559140428982987,0.7058267639223315
167,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__,Vis Lrng AGET,-0.03522456239968912,0.6634698672613326
168,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Butyricimonas,TMT,0.03202834858882239,0.6923827714029593
169,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Butyricimonas,BACS SC,0.01414636435173269,0.8613122810831282
170,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Butyricimonas,HVLT-R,-0.003686641804693423,0.9636872981464373
171,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Butyricimonas,WMS-III SS,-0.019595205112672043,0.8087748715908248
172,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Butyricimonas,BVMT-R,-0.02849651415263679,0.7248544253235689
173,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Butyricimonas,Fluency,-0.007150900325003544,0.9296315058481229
174,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Butyricimonas,CPT-IP,-0.0726720548690426,0.36885242161806175
175,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Butyricimonas,SoP AGET,-0.01605865247456725,0.8427923138792706
176,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Butyricimonas,AV AGET,-0.09533764172072737,0.2379897967258717
177,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Butyricimonas,WM AGET,-0.02416245913236298,0.7653759490626065
178,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Butyricimonas,Vrbl Lrng AGET,-0.028408188289446412,0.7256730959299817
179,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Butyricimonas,Vis Lrng AGET,-0.047353891462590524,0.5584755051804704
180,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus,TMT,0.11334529397104798,0.1602460502808431
181,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus,BACS SC,-0.027670166096103153,0.7325256957769444
182,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus,HVLT-R,-0.00041167197472681116,0.9959437417175973
183,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus,WMS-III SS,-0.09158299840144367,0.2570659310582345
184,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus,BVMT-R,-0.0771995286644758,0.3396928940769751
185,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus,Fluency,0.10403978725803265,0.1976418117947663
186,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus,CPT-IP,-0.038869792767627254,0.6310927407877108
187,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus,SoP AGET,0.021190951420323775,0.7935380520463172
188,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus,AV AGET,-0.0013089578015689919,0.9871031671864401
189,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus,WM AGET,-0.0718792742260816,0.37411255075768357
190,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus,Vrbl Lrng AGET,0.035378349064424476,0.6620907296954606
191,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus,Vis Lrng AGET,-0.05797393874270345,0.47366400431032785
192,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia,TMT,-0.07838053352127657,0.332334084242067
193,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia,BACS SC,0.05549206427132306,0.49283481463163215
194,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia,HVLT-R,-0.03576704225902588,0.6586100469948956
195,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia,WMS-III SS,0.06654349360528951,0.4106978916219156
196,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia,BVMT-R,0.06952533802485227,0.3899997968615735
197,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia,Fluency,-0.07746249894314453,0.3380454460254273
198,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia,CPT-IP,0.08223025640033786,0.3090605061907718
199,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia,SoP AGET,-0.008255736790497785,0.9187941075049134
200,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia,AV AGET,0.0671913091752278,0.4061470725491336
201,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia,WM AGET,0.06730979973399283,0.40531792899490016
202,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia,Vrbl Lrng AGET,-0.06824500931482028,0.39880897951526795
203,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia,Vis Lrng AGET,0.06342833951028545,0.43299652110466225
204,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio,TMT,0.022873519477295542,0.7775564167210852
205,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio,BACS SC,0.02113263977992325,0.7940935012969642
206,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio,HVLT-R,-0.1072154850716241,0.1842283095281544
207,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio,WMS-III SS,0.0045691756015095696,0.9550027614979565
208,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio,BVMT-R,-0.05550752592573585,0.4927141227792964
209,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio,Fluency,-0.07694857003990711,0.341269836928896
210,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio,CPT-IP,0.06530159391456668,0.41950545568506303
211,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio,SoP AGET,-0.06311543884681024,0.4352739922657818
212,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio,AV AGET,0.04614375713710976,0.5685835997410065
213,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio,WM AGET,-0.0029600841441055326,0.9708402062574024
214,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio,Vrbl Lrng AGET,-0.1535620847421566,0.056431563129781384
215,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio,Vis Lrng AGET,-0.09409818127538633,0.24417444135896393
216,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Atopobium,TMT,-0.024150648429354996,0.76548730477859
217,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Atopobium,BACS SC,-0.07920256076912213,0.32727270766861416
218,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Atopobium,HVLT-R,-0.07642062961730499,0.3446023649278689
219,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Atopobium,WMS-III SS,-0.12217521106108058,0.12991531212414167
220,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Atopobium,BVMT-R,-0.019851182162212294,0.8063256990923314
221,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Atopobium,Fluency,-0.07071946154622959,0.3818902411580487
222,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Atopobium,CPT-IP,-0.06064707687039753,0.4534784335595642
223,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Atopobium,SoP AGET,-0.023505804085373137,0.7715743636678809
224,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Atopobium,AV AGET,-0.04643076777839196,0.5661784210410834
225,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Atopobium,WM AGET,-0.12855644689639648,0.11089536930003191
226,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Atopobium,Vrbl Lrng AGET,-0.06679748442417345,0.408910076566269
227,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Atopobium,Vis Lrng AGET,0.0026229617605024584,0.9741599756367598
228,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Slackia,TMT,0.023263708126562112,0.77386326963266
229,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Slackia,BACS SC,0.045504349731065916,0.5739592175309534
230,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Slackia,HVLT-R,-0.10333961334515929,0.20069208583215659
231,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Slackia,WMS-III SS,-0.014126101466837997,0.8615089448704797
232,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Slackia,BVMT-R,-0.026680588172004884,0.741747161036389
233,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Slackia,Fluency,0.10475555352442219,0.19455847569754878
234,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Slackia,CPT-IP,-0.08648634127748986,0.28460273744040604
235,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Slackia,SoP AGET,0.0880936038835751,0.2757134188506906
236,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Slackia,AV AGET,-0.08051740925801225,0.31928053621634944
237,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Slackia,WM AGET,-0.008580975607169587,0.9156065764595385
238,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Slackia,Vrbl Lrng AGET,-0.11539414275422906,0.15277519631715947
239,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Slackia,Vis Lrng AGET,-0.025512610543830423,0.7526783948190123
240,k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia,TMT,0.027563117268077864,0.7335214240573642
241,k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia,BACS SC,-0.015865236223925657,0.8446617635896011
242,k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia,HVLT-R,0.021834554923163288,0.7874143341858472
243,k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia,WMS-III SS,-0.025330828094160266,0.7543842048938879
244,k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia,BVMT-R,-0.03363518086001105,0.677788669347472
245,k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia,Fluency,-0.044073243341994514,0.5860764011059532
246,k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia,CPT-IP,0.009777593461452534,0.903890967915077
247,k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia,SoP AGET,-0.027143626877192482,0.7374276325933395
248,k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia,AV AGET,0.013915888002086743,0.8635496955530264
249,k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia,WM AGET,-0.024944554963106016,0.75801284669445
250,k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia,Vrbl Lrng AGET,0.03824570188898101,0.6365886447412907
251,k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia,Vis Lrng AGET,-0.03875561000134506,0.6320967666375097
252,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__,TMT,-0.007067962805687286,0.930445590996187
253,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__,BACS SC,0.0730159107596314,0.3665851603491487
254,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__,HVLT-R,-0.039911258091058444,0.6219662681567253
255,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__,WMS-III SS,-0.010771445877738607,0.8941761696020643
256,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__,BVMT-R,-0.04703231390099349,0.561153146720671
257,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__,Fluency,0.01661072932782023,0.8374611156746965
258,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__,CPT-IP,0.0719109034437173,0.37390181381901844
259,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__,SoP AGET,0.010170651489628464,0.9000470839591457
260,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__,AV AGET,0.050309173517842226,0.5341601967637882
261,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__,WM AGET,-0.027716538660908258,0.732094493706454
262,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__,Vrbl Lrng AGET,-0.08809038714866729,0.2757310202822525
263,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__,Vis Lrng AGET,-0.09416532529245658,0.24383657091005195
264,k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter,TMT,0.009742479230734487,0.9042344750084818
265,k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter,BACS SC,-0.05992856006072291,0.45885640996084454
266,k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter,HVLT-R,-0.06012994971198995,0.4573454830041339
267,k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter,WMS-III SS,-0.10413076943521972,0.197247931691666
268,k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter,BVMT-R,-0.0769382830950886,0.3413345756109708
269,k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter,Fluency,-0.05117297461657107,0.5271543801624442
270,k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter,CPT-IP,-0.02984028778928265,0.7124382125834657
271,k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter,SoP AGET,-0.05030666499466183,0.5341806095948582
272,k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter,AV AGET,-0.06705509192297363,0.40710149744695634
273,k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter,WM AGET,-0.14237570732782737,0.07718983985558736
274,k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter,Vrbl Lrng AGET,-0.08598322965573418,0.287424330122027
275,k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter,Vis Lrng AGET,-0.13212130548664708,0.1012602404364788
276,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__,TMT,-0.00932461191504744,0.9083236319929908
277,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__,BACS SC,-0.03201691753738272,0.692487008279739
278,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__,HVLT-R,-0.00043029328756147024,0.9957602651388795
279,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__,WMS-III SS,0.047324830529039394,0.5587172304670471
280,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__,BVMT-R,-0.028944425472643132,0.720707656325789
281,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__,Fluency,0.0022362637845785936,0.9779684767337189
282,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__,CPT-IP,0.11133051066569383,0.16785610483345034
283,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__,SoP AGET,-0.029714582036595383,0.7135965745732438
284,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__,AV AGET,0.16029153500643817,0.046331390092748025
285,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__,WM AGET,0.07626991246162326,0.34555749903079513
286,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__,Vrbl Lrng AGET,0.04736736204232611,0.5583634756207898
287,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__,Vis Lrng AGET,0.007876232287150911,0.9225151047976398
288,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus,TMT,-0.0008453808969080432,0.9916704647738734
289,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus,BACS SC,-0.03515173567917141,0.6641233617299035
290,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus,HVLT-R,-0.033476710069548346,0.6792227837266851
291,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus,WMS-III SS,-0.07727478760251309,0.33922089440029624
292,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus,BVMT-R,-0.033446980604813624,0.6794919550100258
293,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus,Fluency,-0.030246020111589892,0.7087039338347765
294,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus,CPT-IP,-0.03368311726512144,0.6773550862245568
295,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus,SoP AGET,-0.01912261848579829,0.813301411573913
296,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus,AV AGET,-0.0280371138579376,0.7291158755763001
297,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus,WM AGET,-0.07189407544663652,0.37401392516598264
298,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus,Vrbl Lrng AGET,-0.03779307574491352,0.6405870340407898
299,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus,Vis Lrng AGET,-0.034651984694113756,0.6686145683076332
300,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Anaerovibrio,TMT,0.03410861739529746,0.6735111050586413
301,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Anaerovibrio,BACS SC,-0.013738241338932177,0.8652749915827053
302,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Anaerovibrio,HVLT-R,-0.08563000466634509,0.28941644644960385
303,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Anaerovibrio,WMS-III SS,-0.004713652915341525,0.9535815151065673
304,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Anaerovibrio,BVMT-R,-0.09140333726301728,0.25800434915371867
305,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Anaerovibrio,Fluency,0.04001835741833646,0.6210309690872671
306,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Anaerovibrio,CPT-IP,-0.07309660241390326,0.36605435799433006
307,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Anaerovibrio,SoP AGET,0.02807409642809077,0.728772512088427
308,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Anaerovibrio,AV AGET,-0.05867069360532619,0.4683559781860879
309,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Anaerovibrio,WM AGET,0.0029456991879477823,0.9709818504533921
310,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Anaerovibrio,Vrbl Lrng AGET,-0.08032034250733522,0.3204702608334511
311,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Anaerovibrio,Vis Lrng AGET,-0.09103712532871183,0.25992444860217645
312,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Subdoligranulum,TMT,-0.06931234803488151,0.39145707629491944
313,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Subdoligranulum,BACS SC,0.006952576128844832,0.9315783052103337
314,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Subdoligranulum,HVLT-R,-0.010587645325466646,0.8959716594669708
315,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Subdoligranulum,WMS-III SS,0.017819108453897763,0.825818329856184
316,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Subdoligranulum,BVMT-R,0.016845446843431717,0.8351967589529121
317,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Subdoligranulum,Fluency,0.06987042813279082,0.38764563098552773
318,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Subdoligranulum,CPT-IP,0.015873036905603422,0.8445863498685257
319,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Subdoligranulum,SoP AGET,0.08734283386945199,0.2798421001699723
